"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0005801","GO:0005801","cis-Golgi network","2/461","27/5203",0.704695868850578,0.985376706253849,0.81670425481443,"CCN2/NUCB1",2
"GO:0097729","GO:0097729","9+2 motile cilium","2/461","27/5203",0.704695868850578,0.985376706253849,0.81670425481443,"ABHD2/HSPD1",2
"GO:0031256","GO:0031256","leading edge membrane","5/461","67/5203",0.720310798541496,0.985376706253849,0.81670425481443,"EEF1A1/EZR/ARF4/CIB1/CFL1",5
"GO:0031968","GO:0031968","organelle outer membrane","8/461","105/5203",0.724633885208758,0.985376706253849,0.81670425481443,"PLA2G2A/RPS27A/ASS1/MAOB/IFI27/MAOA/MCL1/UBC",8
"GO:0000421","GO:0000421","autophagosome membrane","1/461","14/5203",0.727624301474218,0.985376706253849,0.81670425481443,"RPN2",1
"GO:0005732","GO:0005732","sno(s)RNA-containing ribonucleoprotein complex","1/461","14/5203",0.727624301474218,0.985376706253849,0.81670425481443,"SNORA74A",1
"GO:0016282","GO:0016282","eukaryotic 43S preinitiation complex","1/461","14/5203",0.727624301474218,0.985376706253849,0.81670425481443,"EIF1",1
"GO:0032040","GO:0032040","small-subunit processome","1/461","14/5203",0.727624301474218,0.985376706253849,0.81670425481443,"RPS7",1
"GO:0032839","GO:0032839","dendrite cytoplasm","1/461","14/5203",0.727624301474218,0.985376706253849,0.81670425481443,"CANX",1
"GO:0070993","GO:0070993","translation preinitiation complex","1/461","14/5203",0.727624301474218,0.985376706253849,0.81670425481443,"EIF1",1
"GO:0043197","GO:0043197","dendritic spine","4/461","55/5203",0.730952026178076,0.985376706253849,0.81670425481443,"CANX/APP/PPP1R1B/ARF4",4
"GO:0044309","GO:0044309","neuron spine","4/461","55/5203",0.730952026178076,0.985376706253849,0.81670425481443,"CANX/APP/PPP1R1B/ARF4",4
"GO:0016528","GO:0016528","sarcoplasm","3/461","42/5203",0.732626795068153,0.985376706253849,0.81670425481443,"CALR/HSP90B1/RASD1",3
"GO:0097525","GO:0097525","spliceosomal snRNP complex","3/461","42/5203",0.732626795068153,0.985376706253849,0.81670425481443,"RNVU1-7/RNVU1-15/RNU4-2",3
"GO:0019867","GO:0019867","outer membrane","8/461","106/5203",0.734427965642471,0.985376706253849,0.81670425481443,"PLA2G2A/RPS27A/ASS1/MAOB/IFI27/MAOA/MCL1/UBC",8
"GO:0005795","GO:0005795","Golgi stack","4/461","56/5203",0.7439814241197,0.995075154760099,0.824742565553747,"GOLPH3/HLA-A/HSPD1/NUCB1",4
"GO:0030663","GO:0030663","COPI-coated vesicle membrane","1/461","15/5203",0.751822643547909,0.996075163463214,0.825571397164543,"COPG1",1
"GO:0031528","GO:0031528","microvillus membrane","1/461","15/5203",0.751822643547909,0.996075163463214,0.825571397164543,"EZR",1
"GO:0099055","GO:0099055","integral component of postsynaptic membrane","1/461","15/5203",0.751822643547909,0.996075163463214,0.825571397164543,"CANX",1
"GO:0098793","GO:0098793","presynapse","11/461","146/5203",0.758291021443667,0.996075163463214,0.825571397164543,"ACTG1/NR4A1/PDLIM5/CANX/ACTB/APP/SYNGR2/HSPA8/YWHAG/SCGN/PTN",11
"GO:0032580","GO:0032580","Golgi cisterna membrane","2/461","30/5203",0.758692764693943,0.996075163463214,0.825571397164543,"GOLPH3/NUCB1",2
"GO:0034451","GO:0034451","centriolar satellite","2/461","30/5203",0.758692764693943,0.996075163463214,0.825571397164543,"MIEN1/KRT18",2
"GO:0098590","GO:0098590","plasma membrane region","31/461","389/5203",0.766001982205672,0.999931183773912,0.828767360875082,"TACSTD2/RHOB/HSP90AB1/EEF1A1/SLC44A4/CANX/CDH1/APP/PLPP1/EPCAM/KRT8/CLDN3/BSG/CLDN4/HSPA8/SHROOM1/KRT19/ERBB2/EZR/HSPD1/CD177/GP2/IGFBP2/BST2/ARF4/CIB1/CFL1/MYH9/SLC1A5/AP2S1/ATP6V1G1",31
"GO:0098889","GO:0098889","intrinsic component of presynaptic membrane","1/461","16/5203",0.773875411729176,0.999931183773912,0.828767360875082,"CANX",1
"GO:0030120","GO:0030120","vesicle coat","2/461","31/5203",0.774696740234873,0.999931183773912,0.828767360875082,"COPG1/AP2S1",2
"GO:0035579","GO:0035579","specific granule membrane","3/461","45/5203",0.774733054486169,0.999931183773912,0.828767360875082,"DEGS1/ORMDL3/CD177",3
"GO:0005923","GO:0005923","bicellular tight junction","3/461","46/5203",0.787505455566742,0.999931183773912,0.828767360875082,"EPCAM/CLDN3/CLDN4",3
"GO:0030532","GO:0030532","small nuclear ribonucleoprotein complex","3/461","46/5203",0.787505455566742,0.999931183773912,0.828767360875082,"RNVU1-7/RNVU1-15/RNU4-2",3
"GO:0044291","GO:0044291","cell-cell contact zone","2/461","32/5203",0.789766531666017,0.999931183773912,0.828767360875082,"DES/PGM5",2
"GO:0000307","GO:0000307","cyclin-dependent protein kinase holoenzyme complex","1/461","17/5203",0.793972468832097,0.999931183773912,0.828767360875082,"CDKN1A",1
"GO:0030140","GO:0030140","trans-Golgi network transport vesicle","1/461","17/5203",0.793972468832097,0.999931183773912,0.828767360875082,"STEAP2",1
"GO:0098936","GO:0098936","intrinsic component of postsynaptic membrane","1/461","17/5203",0.793972468832097,0.999931183773912,0.828767360875082,"CANX",1
"GO:0005901","GO:0005901","caveola","2/461","33/5203",0.803941636195333,0.999931183773912,0.828767360875082,"CDH1/PLPP1",2
"GO:0120114","GO:0120114","Sm-like protein family complex","3/461","48/5203",0.811251536795784,0.999931183773912,0.828767360875082,"RNVU1-7/RNVU1-15/RNU4-2",3
"GO:0031526","GO:0031526","brush border membrane","1/461","18/5203",0.812286909994535,0.999931183773912,0.828767360875082,"HSP90AB1",1
"GO:0019898","GO:0019898","extrinsic component of membrane","6/461","89/5203",0.813085715698677,0.999931183773912,0.828767360875082,"CDH1/ALOX15B/GNB2/EZR/S100A6/NUCB1",6
"GO:0016323","GO:0016323","basolateral plasma membrane","5/461","77/5203",0.824935675828466,0.999931183773912,0.828767360875082,"HSP90AB1/EPCAM/BSG/ERBB2/EZR",5
"GO:0015030","GO:0015030","Cajal body","1/461","19/5203",0.828976540562041,0.999931183773912,0.828767360875082,"SCARNA5",1
"GO:0017053","GO:0017053","transcription repressor complex","1/461","19/5203",0.828976540562041,0.999931183773912,0.828767360875082,"H1-0",1
"GO:0030118","GO:0030118","clathrin coat","1/461","19/5203",0.828976540562041,0.999931183773912,0.828767360875082,"AP2S1",1
"GO:0044304","GO:0044304","main axon","1/461","19/5203",0.828976540562041,0.999931183773912,0.828767360875082,"APP",1
"GO:0099634","GO:0099634","postsynaptic specialization membrane","1/461","19/5203",0.828976540562041,0.999931183773912,0.828767360875082,"HSPA8",1
"GO:0032838","GO:0032838","plasma membrane bounded cell projection cytoplasm","3/461","50/5203",0.832718027507047,0.999931183773912,0.828767360875082,"CANX/HSPB1/IFT57",3
"GO:0031234","GO:0031234","extrinsic component of cytoplasmic side of plasma membrane","2/461","36/5203",0.841496857196705,0.999931183773912,0.828767360875082,"GNB2/S100A6",2
"GO:0120111","GO:0120111","neuron projection cytoplasm","2/461","36/5203",0.841496857196705,0.999931183773912,0.828767360875082,"CANX/HSPB1",2
"GO:0008023","GO:0008023","transcription elongation factor complex","1/461","20/5203",0.844185223972708,0.999931183773912,0.828767360875082,"ELOB",1
"GO:1902554","GO:1902554","serine/threonine protein kinase complex","1/461","20/5203",0.844185223972708,0.999931183773912,0.828767360875082,"CDKN1A",1
"GO:0000139","GO:0000139","Golgi membrane","18/461","248/5203",0.847813499357648,0.999931183773912,0.828767360875082,"STEAP2/HLA-C/B2M/HLA-DRA/HLA-E/HLA-B/BSG/ARF1/COPG1/HLA-DRB5/DHCR24/HLA-A/PGAP3/CD74/PMEPA1/STEAP4/NUCB1/HLA-DRB1",18
"GO:0031514","GO:0031514","motile cilium","2/461","37/5203",0.852489950315884,0.999931183773912,0.828767360875082,"ABHD2/HSPD1",2
"GO:0005643","GO:0005643","nuclear pore","1/461","21/5203",0.858044111055205,0.999931183773912,0.828767360875082,"EIF5A",1
"GO:0030315","GO:0030315","T-tubule","1/461","21/5203",0.858044111055205,0.999931183773912,0.828767360875082,"EZR",1
"GO:0005902","GO:0005902","microvillus","2/461","38/5203",0.862784537276261,0.999931183773912,0.828767360875082,"DCXR/EZR",2
"GO:0030496","GO:0030496","midbody","4/461","68/5203",0.864836970987274,0.999931183773912,0.828767360875082,"HSPA5/HSP90B1/RACK1/DEFA5",4
"GO:0000123","GO:0000123","histone acetyltransferase complex","1/461","22/5203",0.870672761152378,0.999931183773912,0.828767360875082,"ACTB",1
"GO:0005637","GO:0005637","nuclear inner membrane","1/461","22/5203",0.870672761152378,0.999931183773912,0.828767360875082,"IFI27",1
"GO:0046540","GO:0046540","U4/U6 x U5 tri-snRNP complex","1/461","22/5203",0.870672761152378,0.999931183773912,0.828767360875082,"RNU4-2",1
"GO:0097526","GO:0097526","spliceosomal tri-snRNP complex","1/461","22/5203",0.870672761152378,0.999931183773912,0.828767360875082,"RNU4-2",1
"GO:0030173","GO:0030173","integral component of Golgi membrane","1/461","23/5203",0.882180164570397,0.999931183773912,0.828767360875082,"STEAP2",1
"GO:0030660","GO:0030660","Golgi-associated vesicle membrane","1/461","23/5203",0.882180164570397,0.999931183773912,0.828767360875082,"COPG1",1
"GO:1904115","GO:1904115","axon cytoplasm","1/461","23/5203",0.882180164570397,0.999931183773912,0.828767360875082,"HSPB1",1
"GO:0019897","GO:0019897","extrinsic component of plasma membrane","3/461","56/5203",0.884956997794748,0.999931183773912,0.828767360875082,"CDH1/GNB2/S100A6",3
"GO:0008287","GO:0008287","protein serine/threonine phosphatase complex","1/461","24/5203",0.892665675020792,0.999931183773912,0.828767360875082,"PPP1CB",1
"GO:0045171","GO:0045171","intercellular bridge","1/461","24/5203",0.892665675020792,0.999931183773912,0.828767360875082,"OLFM4",1
"GO:0101003","GO:0101003","ficolin-1-rich granule membrane","1/461","24/5203",0.892665675020792,0.999931183773912,0.828767360875082,"LGALS3",1
"GO:1902911","GO:1902911","protein kinase complex","1/461","24/5203",0.892665675020792,0.999931183773912,0.828767360875082,"CDKN1A",1
"GO:1903293","GO:1903293","phosphatase complex","1/461","24/5203",0.892665675020792,0.999931183773912,0.828767360875082,"PPP1CB",1
"GO:0031228","GO:0031228","intrinsic component of Golgi membrane","1/461","25/5203",0.902219859962946,0.999931183773912,0.828767360875082,"STEAP2",1
"GO:0031248","GO:0031248","protein acetyltransferase complex","1/461","25/5203",0.902219859962946,0.999931183773912,0.828767360875082,"ACTB",1
"GO:0099699","GO:0099699","integral component of synaptic membrane","1/461","25/5203",0.902219859962946,0.999931183773912,0.828767360875082,"CANX",1
"GO:1902493","GO:1902493","acetyltransferase complex","1/461","25/5203",0.902219859962946,0.999931183773912,0.828767360875082,"ACTB",1
"GO:0030117","GO:0030117","membrane coat","2/461","43/5203",0.905040543963946,0.999931183773912,0.828767360875082,"COPG1/AP2S1",2
"GO:0048475","GO:0048475","coated membrane","2/461","43/5203",0.905040543963946,0.999931183773912,0.828767360875082,"COPG1/AP2S1",2
"GO:0005813","GO:0005813","centrosome","10/461","160/5203",0.912487681086681,0.999931183773912,0.828767360875082,"NDRG1/ATF4/HSPA1A/MIEN1/HSPA1B/RPS7/KRT18/CIB1/ID1/IFT57",10
"GO:0005777","GO:0005777","peroxisome","3/461","61/5203",0.91682520203568,0.999931183773912,0.828767360875082,"ARF1/PRDX5/HSPD1",3
"GO:0042579","GO:0042579","microbody","3/461","61/5203",0.91682520203568,0.999931183773912,0.828767360875082,"ARF1/PRDX5/HSPD1",3
"GO:0000781","GO:0000781","chromosome, telomeric region","2/461","46/5203",0.924206068716376,0.999931183773912,0.828767360875082,"PPP1CB/H3-3B",2
"GO:0005778","GO:0005778","peroxisomal membrane","1/461","28/5203",0.926084155030232,0.999931183773912,0.828767360875082,"ARF1",1
"GO:0031903","GO:0031903","microbody membrane","1/461","28/5203",0.926084155030232,0.999931183773912,0.828767360875082,"ARF1",1
"GO:0005929","GO:0005929","cilium","6/461","109/5203",0.930206297441332,0.999931183773912,0.828767360875082,"APP/BSG/EZR/ABHD2/HSPD1/IFT57",6
"GO:0030684","GO:0030684","preribosome","1/461","29/5203",0.932668735615945,0.999931183773912,0.828767360875082,"RPS7",1
"GO:0090734","GO:0090734","site of DNA damage","1/461","29/5203",0.932668735615945,0.999931183773912,0.828767360875082,"NKX3-1",1
"GO:0099240","GO:0099240","intrinsic component of synaptic membrane","1/461","29/5203",0.932668735615945,0.999931183773912,0.828767360875082,"CANX",1
"GO:0016605","GO:0016605","PML body","1/461","30/5203",0.938667907027048,0.999931183773912,0.828767360875082,"BASP1",1
"GO:0005811","GO:0005811","lipid droplet","2/461","49/5203",0.9396854590973,0.999931183773912,0.828767360875082,"GAPDH/SYNGR2",2
"GO:0034703","GO:0034703","cation channel complex","1/461","31/5203",0.944133612586787,0.999931183773912,0.828767360875082,"TRPM4",1
"GO:0001650","GO:0001650","fibrillar center","2/461","51/5203",0.948285266185515,0.999931183773912,0.828767360875082,"EZR/NOP53",2
"GO:0045211","GO:0045211","postsynaptic membrane","2/461","51/5203",0.948285266185515,0.999931183773912,0.828767360875082,"CANX/HSPA8",2
"GO:0071013","GO:0071013","catalytic step 2 spliceosome","2/461","51/5203",0.948285266185515,0.999931183773912,0.828767360875082,"PABPC1/HNRNPF",2
"GO:0070821","GO:0070821","tertiary granule membrane","1/461","32/5203",0.949113195842296,0.999931183773912,0.828767360875082,"CD177",1
"GO:0031253","GO:0031253","cell projection membrane","6/461","116/5203",0.952199859156799,0.999931183773912,0.828767360875082,"HSP90AB1/EEF1A1/EZR/ARF4/CIB1/CFL1",6
"GO:0000779","GO:0000779","condensed chromosome, centromeric region","1/461","34/5203",0.95778277399336,0.999931183773912,0.828767360875082,"NCAPD3",1
"GO:0000228","GO:0000228","nuclear chromosome","2/461","54/5203",0.959028407408466,0.999931183773912,0.828767360875082,"JUN/H3-3B",2
"GO:0005815","GO:0005815","microtubule organizing center","12/461","205/5203",0.959264600207538,0.999931183773912,0.828767360875082,"NDRG1/ATF4/HSPA1A/MIEN1/HSPA1B/EZR/RPS7/HSPA6/KRT18/CIB1/ID1/IFT57",12
"GO:0030672","GO:0030672","synaptic vesicle membrane","1/461","35/5203",0.961547939632567,0.999931183773912,0.828767360875082,"SYNGR2",1
"GO:0042734","GO:0042734","presynaptic membrane","1/461","35/5203",0.961547939632567,0.999931183773912,0.828767360875082,"CANX",1
"GO:0099501","GO:0099501","exocytic vesicle membrane","1/461","35/5203",0.961547939632567,0.999931183773912,0.828767360875082,"SYNGR2",1
"GO:0005635","GO:0005635","nuclear envelope","10/461","179/5203",0.962908468538441,0.999931183773912,0.828767360875082,"CLIC1/NR4A1/GAPDH/CALR/APP/EIF5A/SCGB1A1/S100A6/IFI27/DUSP2",10
"GO:0000315","GO:0000315","organellar large ribosomal subunit","1/461","36/5203",0.964977970559306,0.999931183773912,0.828767360875082,"MRPL41",1
"GO:0005762","GO:0005762","mitochondrial large ribosomal subunit","1/461","36/5203",0.964977970559306,0.999931183773912,0.828767360875082,"MRPL41",1
"GO:0015630","GO:0015630","microtubule cytoskeleton","23/461","360/5203",0.969082195708167,0.999931183773912,0.828767360875082,"SAA1/YWHAE/GAPDH/APP/NDRG1/HSPB1/ACTA2/ACTG2/DCXR/ATF4/HSPA1A/SHROOM1/SLC25A5/MIEN1/HSPA1B/EZR/RPS7/HSPA6/KRT18/CIB1/ID1/MYH9/IFT57",23
"GO:0033116","GO:0033116","endoplasmic reticulum-Golgi intermediate compartment membrane","1/461","40/5203",0.975903957064908,0.999931183773912,0.828767360875082,"CALR",1
"GO:0005681","GO:0005681","spliceosomal complex","4/461","96/5203",0.975912485255577,0.999931183773912,0.828767360875082,"PABPC1/HSPA8/HNRNPF/LGALS3",4
"GO:0005694","GO:0005694","chromosome","31/461","474/5203",0.977860642015468,0.999931183773912,0.828767360875082,"FOSB/NR4A1/SPDEF/JUN/BASP1/ACTB/EGR1/TGM2/NKX3-1/PPP1CB/H1-2/ATF4/H1-0/CREB3L1/NUCKS1/MAGED1/H2AJ/JUNB/SOX9/H2BC21/JUND/H1-10/CEBPD/H3-3B/HOXB13/ETV1/HMG20B/NOP53/ETV4/H2AC6/NCAPD3",31
"GO:0031965","GO:0031965","nuclear membrane","5/461","114/5203",0.978352867571008,0.999931183773912,0.828767360875082,"CLIC1/NR4A1/GAPDH/IFI27/DUSP2",5
"GO:0000775","GO:0000775","chromosome, centromeric region","1/461","45/5203",0.98490734287299,0.999931183773912,0.828767360875082,"NCAPD3",1
"GO:0005819","GO:0005819","spindle","4/461","103/5203",0.984932209090787,0.999931183773912,0.828767360875082,"APP/HSPB1/SLC25A5/MYH9",4
"GO:0008021","GO:0008021","synaptic vesicle","2/461","67/5203",0.985430724730332,0.999931183773912,0.828767360875082,"APP/SYNGR2",2
"GO:0031461","GO:0031461","cullin-RING ubiquitin ligase complex","1/461","47/5203",0.987484855016309,0.999931183773912,0.828767360875082,"ELOB",1
"GO:0098687","GO:0098687","chromosomal region","3/461","88/5203",0.987511720833001,0.999931183773912,0.828767360875082,"PPP1CB/H3-3B/NCAPD3",3
"GO:0000313","GO:0000313","organellar ribosome","1/461","50/5203",0.990551146213309,0.999931183773912,0.828767360875082,"MRPL41",1
"GO:0005761","GO:0005761","mitochondrial ribosome","1/461","50/5203",0.990551146213309,0.999931183773912,0.828767360875082,"MRPL41",1
"GO:0070382","GO:0070382","exocytic vesicle","2/461","75/5203",0.9924148442288,0.999931183773912,0.828767360875082,"APP/SYNGR2",2
"GO:1902494","GO:1902494","catalytic complex","28/461","466/5203",0.9930703051949,0.999931183773912,0.828767360875082,"ND1/P4HB/ND5/ND4L/PABPC1/ACTB/F3/DAD1/RPN2/PPP1CB/HSPB1/GNB2/ELOB/NDUFS5/ORMDL3/PSMD3/HNRNPF/MCCC2/OST4/NDUFB11/PSME1/NDUFS6/NDUFB7/ND2/DDOST/NDUFA1/CDKN1A/ENO1",28
"GO:0000793","GO:0000793","condensed chromosome","1/461","54/5203",0.993505871694497,0.999931183773912,0.828767360875082,"NCAPD3",1
"GO:0005874","GO:0005874","microtubule","4/461","118/5203",0.9946951289471,0.999931183773912,0.828767360875082,"SAA1/NDRG1/DCXR/SHROOM1",4
"GO:0097060","GO:0097060","synaptic membrane","2/461","81/5203",0.995381995843255,0.999931183773912,0.828767360875082,"CANX/HSPA8",2
"GO:0005759","GO:0005759","mitochondrial matrix","9/461","208/5203",0.996467625043444,0.999931183773912,0.828767360875082,"ATP5F1B/GPX1/MRPL41/PRDX5/SLC25A5/MCCC2/HSPD1/ECHS1/ACSM1",9
"GO:0016607","GO:0016607","nuclear speck","5/461","148/5203",0.997724801263906,0.999931183773912,0.828767360875082,"BASP1/ATF4/TCIM/HSPA1A/HSPA1B",5
"GO:0061695","GO:0061695","transferase complex, transferring phosphorus-containing groups","1/461","67/5203",0.998084359273375,0.999931183773912,0.828767360875082,"CDKN1A",1
"GO:0140513","GO:0140513","nuclear protein-containing complex","17/461","355/5203",0.999078096683029,0.999931183773912,0.828767360875082,"JUN/PABPC1/ACTB/ATF4/RNVU1-7/RNVU1-15/RNU4-2/JUNB/HSPA8/ELOB/EIF5A/HNRNPF/JUND/LGALS3/CDKN1A/FLNA/CDK19",17
"GO:1990234","GO:1990234","transferase complex","8/461","219/5203",0.999354555522719,0.999931183773912,0.828767360875082,"ACTB/DAD1/RPN2/ELOB/ORMDL3/OST4/DDOST/CDKN1A",8
"GO:0016604","GO:0016604","nuclear body","11/461","269/5203",0.999370027602593,0.999931183773912,0.828767360875082,"BASP1/RPN2/GTF3C6/ATF4/H1-0/TCIM/SCARNA5/HSPA1A/HSPA1B/CDKN1A/HMG20B",11
"GO:0000151","GO:0000151","ubiquitin ligase complex","1/461","87/5203",0.99970902373617,0.999931183773912,0.828767360875082,"ELOB",1
"GO:0140535","GO:0140535","intracellular protein-containing complex","7/461","234/5203",0.999931183773912,0.999931183773912,0.828767360875082,"FTL/HSP90AB1/ACTB/HSPB1/ELOB/PSMD3/PSME1",7
